codart|nomart|grupo|marca|precio_a|precio_b|precio_d|codfam|stk01|stk06|alterno
24840-3E000-SEO|TENSOR CORREA TIEMPO HYUNDAI SANTA FE 2.7 SEONG|SPTFE|00062|35.1300|30.5500|6.1000|CHINA|||
39310-3C100-SEO|SENSOR POSICION CIGUENAL SONATA/SOREN/SEDO SEONG|OTROS|00062|11.3900|9.9000|3.3000|CHINA|||
39180-37150-SEO|SENSOR POSICION CIGUENAL KIA SPORTAGE 2.7 SEONG|SPTFE|00062|16.5600|14.4000|3.6000|CHINA|||
24100-02200-SEO|ARBOL LEVA KIA PICANTO|PICAN|00108|67.7500|58.9100|17.0000|CHINA|||
0K30E-12420A-SE|ARBOL LEVA  ADM. KIA RIO STYLUS 1.5 SEONG|RIO|00062|81.1800|70.5900|17.5000|CHINA|||
24100-23770-SEO|ARBOL LEVA  ADM. HYUNDAI TUCSON|TUCSO|00108|81.1800|70.5900|19.0000|CHINA|||
21930-2E300-SEO|BASE MOTOR TRAS. HYUNDAI TUCSON SEONG|TUCSO|00118|17.5700|15.2800|3.5000|CHINA|||
57700-FD201-SEO|CAJETIN HIDRAULICO KIA RIO STYLUS SEONG|RIO|00062|366.4100|318.6200|74.0000|CHINA|||
57700-1C000-SEO|CAJETIN HIDRAULICO HYUNDAI GETZ 1.6 SEONG|ELGTZ|00062|305.3300|265.5000|91.5000|CHINA|||
57700-1F800-SEO|CAJETIN HIDRAULICO HYUNDAI TUCSON SEONG|TUCSO|00062|241.5000|210.0000|63.0000|CHINA|||
24510-02500-SEO|FLAUTA ADMISION KIA PICANTO|PICAN|00108|26.1700|22.7600|5.5000|CHINA|||
0K75A-10270B-SE|JGO. EMPACADURA KIA PREGIO 3.0 SEONG|PREGI|00062|34.4800|29.9800|9.2000|CHINA|||
21522-2X000-SEO|SET CUELLOS CIGUENAL KIA RIO 1.5 SEONG|RIO|00062|8.9000|7.7400|1.2500|CHINA|||
31911-38204-SEO|FILTRO GASOLINA HYUNDAI H1 2007/SONATA 05|H1|00108|14.1700|12.3200|2.5000|CHINA|||
31911-2F000-SEO|FILTRO GASOLINA KIA CERATO 1.6|OTROS|00108|25.4300|22.1100|4.3000|CHINA|||
0K30A-13480-SEO|FILTRO GASOLINA KIA RIO 1.5 SEONG|RIO|00062|5.3400|4.6400|1.4500|CHINA|||
31112-2B000-SEO|FILTRO GASOLINA HYUNDAI SANTA FE 06-09|SPTFE|00108|10.2000|8.8700|2.2000|CHINA|||
54300-4A600|AMORTIGUADOR DEL. RH/LH HYUNDAI H1 07 CORREA|H1|00002|53.9200|46.8900|14.1600|KOREA|||
58101-4AA90|JGO. PASTILLA DELANTERA HYUNDAI H1 07 CORREA|H1|00163|25.9900|22.6000|5.9400|KOREA|||
83660-4A500|MANILLA EXT. COMPUERTA TRASERA RH HYUNDAI H1 07|H1|00026|15.5300|13.5000|2.7800|KOREA|||
97606-4H200|CONDENSADOR HYUNDAI H1 09|H1|00154|138.0000|120.0000|53.0100|KOREA|||
54660-4H100|AMORTIGUADOR DEL. RH HYUNDAI H1 09 (4H000)|H1|00002|79.7400|69.3400|23.2500|KOREA|||
55300-4H100|AMORTIGUADOR TRAS. RH/LH HYUNDAI H1 09|H1|00002|62.6500|54.4800|15.9100|KOREA|||
55311-3K030|AMORTIGUADOR TRAS. RH/LH HYUNDAI SONATA 3.3|OTROS|00002|53.0200|46.1000|12.6900|KOREA|||
22441-22012-K|EMPACADURA TAPA VALVULA ACCENT/GETZ 1.3|ELGTZ|00163|2.7400|2.3800|0.5500|KOREA|||
22410-26610-K|TAPA VALVULA HYUNDAI GETZ 1.6 KOREA|ELGTZ|00026|57.5000|50.0000|16.1700|KOREA|||
57100-4A650|BOMBA DIRECCION HYUNDAI H1 07|H1|00138|161.0500|140.0400|43.0600|KOREA|||
57100-4H200|BOMBA DIRECCION HYUNDAI H1 09|H1|00002|182.8500|159.0000|54.2000|KOREA|||
57100-2E000|BOMBA DIRECCION HYUNDAI TUCSON|TUCSO|00122|126.8200|110.2800|34.4600|KOREA|||
31110-4D600|BOMBA GASOLINA KIA SEDONA 3.8|OTROS|00002|328.2400|285.4300|87.3200|KOREA|||
54813-4A650|BUJE BARRA ESTAB. DEL. HYUNDAI H1 07 CORREA|H1|00182|4.0300|3.5000|0.3700|KOREA|||
0K72A-32960|CAJETIN HIDRAULICO KIA PREGIO 3.0 KOREA REMANU|PREGI|00138|391.0000|340.0000|122.6100|KOREA|||
57700-1F800|CAJETIN HIDRAULICO HYUNDAI TUCSON KOREA|TUCSO|00138|322.0000|280.0000|92.5200|KOREA|||
97133-2D200|FILTRO A/A ELANTRA|ELGTZ|00163|8.5900|7.5000|2.0000|KOREA|||
97617-1C001|FILTRO A/A HYUNDAI GETZ|ELGTZ|00197|7.4800|6.5000|1.6100|KOREA|||
28113-1C000|FILTRO AIRE HYUNDAI GETZ|ELGTZ|00002|6.0800|5.2900|1.4100|KOREA|||
K0AJ210270|JGO. EMPACADURA KIA SEDONA/SOREN 3.5|OTROS|00002|129.3800|110.0000|27.9600|KOREA|||
25412-22010|MANGUERA RAD. INF. ACCENT|ACCEN|00163|9.8900|8.5000|2.1500|KOREA|||
25412-2D150|MANGUERA RAD. INF. HYUNDAI ELANTRA 2.0|ELGTZ|00163|15.8200|13.0000|2.9900|KOREA|||
25412-1C200|MANGUERA RAD. INF. GETZ 1.6/ELANT 1.6|ELGTZ|00163|11.5000|10.0000|2.2900|KOREA|||
0K60A-15-185|MANGUERA RAD. INF. KIA PREGIO 3.0|PREGI|00095|14.3800|12.5000|2.4500|KOREA|||
25412-07000|MANGUERA RAD. INF. KIA PICANTO|PICAN|00007|14.9300|12.9800|3.3500|KOREA|||
0K30A-15185C|MANGUERA RAD. INF. KIA RIO STYLUS 1.5|RIO|00163|8.6300|7.5000|1.2900|KOREA|||
25412-26010|MANGUERA RAD. INF. SANTA FE GOLD 2.7|SPTFE|00163|16.3200|14.0000|2.7000|KOREA|||
25412-2E100|MANGUERA RAD. INF. HYUNDAI TUCSON T/A|TUCSO|00182|15.5300|13.0000|3.0500|KOREA|||
25411-22010|MANGUERA RAD. SUP. HYUNDAI ACCENT|ACCEN|00007|12.0300|7.5000|1.4100|KOREA|||
25411-2D000|MANGUERA RAD. SUP. HYUNDAI ELANTRA 1.6|ELGTZ|00007|10.9300|9.5000|2.1600|KOREA|||
25411-2C150|MANGUERA RAD. SUP. ELANTRA 2.0|ELGTZ|00095|11.0900|9.6400|1.9600|KOREA|||
25411-1C200|MANGUERA RAD. SUP. HYUNDAI GETZ 1.6|ELGTZ|00007|9.7700|8.5000|1.6000|KOREA|||
0K65A-15186B|MANGUERA RAD. SUP. KIA PREGIO 3.0|PREGI|00007|12.2800|8.5000|1.7600|KOREA|||
25411-07000|MANGUERA RAD. SUP. KIA PICANTO|PICAN|00007|8.6300|7.5000|1.1700|KOREA|||
0K30E-15186B|MANGUERA RAD. SUP. KIA RIO STYLUS 1.5|RIO|00182|11.0400|9.0000|1.4500|KOREA|||
25411-26100|MANGUERA RAD. SUP. HYUNDAI SANTA FE GOLD 2.7|SPTFE|00007|14.6200|12.7100|2.3100|KOREA|||
25411-2E100|MANGUERA RAD. SUP. HYUNDAI TUCSON T/A|TUCSO|00163|14.3800|12.5000|2.9800|KOREA|||
25310-2E400|RADIADOR HYUNDAI TUCSON T/A|TUCSO|00154|185.3500|161.1700|50.1600|KOREA|||
58411-FD100|TAMBOR FRENO KIA RIO STYLUS KOREA|RIO|00007|51.0600|45.4100|14.1900|KOREA|||
0K30A-1335ZB-K|BOMBA GASOLINA KIA RIO 1.5|RIO|00159|131.3200|114.1900|39.1700|KOREA|||
0K60A-39340A|BASE CAJA LH KIA PREGIO 3.0|PREGI|00163|15.5500|13.5200|2.6900|KOREA|||
0K30E-10100|CAMARA MOTOR KIA RIO STYLUS 1.5 AM|RIO|00159|598.0000|520.0000|210.8600|KOREA|||
57100-2E100|BOMBA DIRECCION KIA SPORTAGE 2.7|SPTFE|00122|171.8000|149.3900|44.2000|KOREA|||
31150-3E000|FLOTANTE GASOLINA KIA SORENTO 3.8 (3E300)|OTROS|00108|38.2700|33.2800|13.4800|OTROS|||
KITPISH109|KIT PISTON Y ANILLO HYUNDAI H1 09 STD SEONG|H1|00062|95.8500|83.3500|19.6000|CHINA|||
SETCADETENCVVT|SET CADENA LEVA + TENSOR HIDR ACC/RIO CVVT 1.6 2 P CS 24321-26701 + 24410-26800|ACCEN|00062|44.5100|38.7000|8.7000|CHINA|||
35301-38220-SEO|REGULADOR GASOLINA HYUNDAI H1 07 SEONG|H1|00062|22.5500|19.6100|4.5000|CHINA|||
31180-0S100-SEO|REGULADOR GASOLINA HYUNDAI H1 09 SEONG|H1|00062|13.8000|12.0000|3.8000|CHINA|||
0K2C0-15171-SEO|TERMOSTATO KIA RIO STYLUS 1.5 SEONG|RIO|00062|13.9500|12.1300|2.2500|CHINA|||
25500-3C100|TERMOSTATO SONATA 3.3/SEDONA/SOREN 3.8 SEONG|OTROS|00062|15.5500|13.5200|2.4000|CHINA|||
25500-37200-SE|TERMOSTATO SPORTAGE 2.7 / SANTA FE GOLD SEONG|SPTFE|00062|12.4800|10.8500|2.7000|CHINA|||
25500-23010-SE|TERMOSTATO HYUNDAI TUCSON SEONG|TUCSO|00062|10.2500|8.9100|2.2500|CHINA|||
58510-2E100-SE|BOMBA FRENO KIA SPORTAGE 2.7 SEONG|SPTFE|00062|47.7300|41.5000|10.2000|CHINA|||
58510-07000-SE|BOMBA FRENO KIA PICANTO SEONG|PICAN|00062|52.7700|45.8900|10.2000|CHINA|||
58510-2E000-SE|BOMBA FRENO TUCSON 08-09 / SPORTAGE 2.0 09-12 SEON|TUCSO|00062|42.2300|36.7200|10.2000|CHINA|||
25310-2D010-SE|RADIADOR HYUNDAI ELANTRA T/A SEONG|ELGTZ|00062|112.9100|98.0000|26.0000|CHINA|||
25310-4H500-SE|RADIADOR HYUNDAI H1 09 SEONG|H1|00062|119.5400|103.9500|28.0000|CHINA|||
25310-2B100-SE|RADIADOR HYUNDAI SANTA FE 2.7 SEONG|SPTFE|00062|132.8300|115.5000|31.5000|CHINA|||
25310-3K280-SE|RADIADOR HYUNDAI SONATA 3.3 SEONG|OTROS|00062|132.8300|115.5000|30.0000|CHINA|||
25310-FD010-SE|RADIADOR KIA RIO STYLUS 1.5 SEONG|RIO|00062|109.3700|95.1000|20.7700|CHINA|||
25310-2E400-SE|RADIADOR HYUNDAI TUCSON T/A SEONG|TUCSO|00062|149.6700|130.1500|29.0000|CHINA|||
25310-2E100A-SE|RADIADOR HYUNDAI TUCSON T/M SEONG|TUCSO|00062|149.6700|130.1500|29.0000|CHINA|||
24410-37100-SE|TENSOR HIDRAULICO KIA SPORTAGE 2.7 SEONG|SPTFE|00062|49.0900|42.6900|8.3000|CHINA|||
24410-3E100-SE|TENSOR HIDRAULICO TIEMPO HYUNDAI SANTA FE 2.7 SEONG|SPTFE|00062|36.3700|31.6300|7.2000|CHINA|||
46512-39700-SE|PINON KILOMETRAJE HYUNDAI SANTA FE/SONATA SEONG|SPTFE|00062|6.0700|5.2800|1.6000|CHINA|||
21810-1G000-KP|BASE MOTOR RH HYUNDAI ACCENT CVVT / RIO 1.6 SEONG|OTROS|00062|40.2000|34.9600|7.8000|CHINA|||
21910-1G100-KP|BASE MOTOR DEL. HYUNDAI ACCENT CVVT / RIO 1.6 SEONG|OTROS|00062|26.6500|23.1700|5.5000|CHINA|||
21310-25001-SE|BOMBA ACEITE KIA NEW CARENS 2.0 / OPTIMA 2.0 SEONG|OTROS|00062|116.0100|100.8800|32.0000|CHINA|||
25411-1C200-SE|MANGUERA RAD. SUP. HYUNDAI GETZ 1.6 SEONG|ELGTZ|00062|7.4100|6.4400|1.9500|CHINA|||
57100-4H200-SE|BOMBA DIRECCION HYUNDAI H1 09 SEONG|H1|00062|151.2700|131.5400|31.0000|CHINA|||
57700-FD021-SE|CAJETIN HIDRAULICO KIA RIO STYLUS|RIO|00062|0.0000|0.0000|0.0000|CHINA|||
57700-1C000-SE|CAJETIN HIDRAULICO HYUNDAI GETZ 1.6 SEONG|ELGTZ|00062|0.0000|0.0000|0.0000|CHINA|||
23410-3E011050S|JGO. PISTON SPORTAGE 2.7 0.20 SEONG|SPTFE|00062|106.2600|92.4000|21.3000|CHINA|||
2341002270-050S|JGO. PISTON KIA PICANTO 0.20 SEONG|PICAN|00062|46.4900|40.4300|10.0000|CHINA|||
230413C501-STDS|JGO. PISTON SONATA 3.3 STD SEONG|OTROS|00062|159.3900|138.6000|35.0000|CHINA|||
230413C501-050S|JGO. PISTON SONATA 3.3 0.20(0.50) SEONG|OTROS|00062|159.3900|138.6000|35.0000|CHINA|||
25100-38450-SEO|BOMBA AGUA HYUNDAI H1 07 SEONG|H1|00062|40.2500|35.0000|13.5700|CHINA|||
25100-3C120-SEO|BOMBA AGUA HYUNDAI SONATA 3.3 / SEDONA 3.8 SEONG|OTROS|00062|64.0000|55.6500|12.5000|CHINA|||
23040-2B001-SEO|JGO. ANILLO KIA CERATO 1.6 CADENA STD SEONG|OTROS|00062|17.6000|15.3000|5.1000|CHINA|||
24355-3C100-SE|VALVULA OCV LH HYUNDAI SONATA 3.3 SEONG|OTROS|00062|50.0500|43.5200|6.8000|CHINA|||
24355-3C200-SE|VALVULA OCV RH HYUNDAI SONATA 3.3 SEONG|OTROS|00062|50.0500|43.5200|6.6500|CHINA|||
23121-25000-SE|ENGRANAJE CIGUENAL HYUNDAI H1 09 SEONG|H1|00062|17.3300|15.0700|3.0500|CHINA|||
25412-22050-SE|MANGUERA RAD. INF. HYUNDAI ACCENT SEONG|ACCEN|00062|11.2200|9.7600|2.6000|CHINA|||
25412-2D100-SE|MANGUERA RAD. INF. HYUNDAI ELANTRA 2.0 SEONG|ELGTZ|00062|10.6300|9.2400|2.8000|CHINA|||
25412-2E200-SE|MANGUERA RAD. INF. KIA SPORTAGE 2.7 SEONG|SPTFE|00062|11.0400|9.6000|2.6000|CHINA|||
25411-2E200-SE|MANGUERA RAD. SUP. KIA SPORTAGE 2.7 SEONG|SPTFE|00062|14.3800|12.5000|2.6000|CHINA|||
58411-FD100-SE|TAMBOR FRENO KIA RIO STYLUS SEONG|RIO|00062|53.1800|46.2400|9.5000|CHINA|||
0K30A-26115C-SE|PUNTA EJE TRASERA LH KIA RIO SEONG|RIO|00062|44.1300|38.3700|8.0000|CHINA|||
0K30A-26111C-SE|PUNTA EJE TRASERA RH KIA RIO SEONG|RIO|00062|44.1300|38.3700|8.0000|CHINA|||
92101-FD021-SE|FARO LH KIA RIO STYLUS SEONG|RIO|00062|71.7500|62.3900|17.5000|CHINA|||
92102-FD021-SE|FARO RH KIA RIO STYLUS SEONG|RIO|00062|71.7500|62.3900|17.5000|CHINA|||
24551-22020-SE|MARTILLO A HYUNDAI ACCENT SEONG|ACCEN|00062|11.1100|9.6600|2.7100|CHINA|||
24552-22020-SE|MARTILLO B HYUNDAI ACCENT SEONG|ACCEN|00062|11.8000|10.2600|2.8800|CHINA|||
25412-1C200-SEO|MANGUERA RAD. INF HYUNDAI GETZ 1.6/ELAN 1.6 SEONG|ELGTZ|00062|8.1600|7.1000|2.1500|CHINA|||
25412-07000-SEO|MANGUERA RAD. INF KIA PICANTO SEONG|PICAN|00062|13.8900|12.0800|2.6000|CHINA|||
25411-07000-SEO|MANGUERA RAD. SUP KIA PICANTO SEONG|PICAN|00062|10.2400|8.9000|2.0000|CHINA|||
25411-2D150-SEO|MANGUERA RAD. SUP ELANTRA 2.0 SEONG|ELGTZ|00062|10.2400|8.9000|2.0000|CHINA|||
25411-2E101-SEO|MANGUERA RAD. SUP TUCSON T/A SEONG|TUCSO|00062|15.9900|13.9000|2.9000|CHINA|||
93110-4F000-SE|CONMUTADOR ENCENDIDO KIA RIO 1.5 SEONG|RIO|00062|13.2600|11.5300|2.8000|CHINA|||
58510-2B300-SE|BOMBA FRENO HYUNDAI SANTA FE 06-09 SEONG|SPTFE|00062|57.5000|50.0000|10.2000|CHINA|||
41426-39260-SE|BASE GUIA COLLARIN HYUNDAI TUCSON SEONG|TUCSO|00062|9.8400|8.5600|2.4000|CHINA|||
57100-4A650-SE|BOMBA DIRECCION HYUNDAI H1 07 SEONG|H1|00062|131.3900|114.2500|29.7000|CHINA|||
57100-2E100-SE|BOMBA DIRECCION KIA SPORTAGE 2.7 SEONG|SPTFE|00062|135.3700|117.7100|31.0000|CHINA|||
57100-2E000-SE|BOMBA DIRECCION HYUNDAI TUCSON SEONG|TUCSO|00062|131.2000|114.0900|30.0000|CHINA|||
25412-2E100-SE|MANGUERA RAD. INF. HYUNDAI TUCSON SEONG|TUCSO|00062|12.0800|10.5000|2.6000|CHINA|||
25411-22010-SE|MANGUERA RAD. SUP. HYUNDAI ACCENT SEONG|ACCEN|00062|8.2000|7.1300|2.0000|CHINA|||
25411-2D000-SE|MANGUERA RAD. SUP. HYUNDAI ELANTRA 1.6 SEONG|ELGTZ|00062|10.2700|8.9300|1.7500|CHINA|||
31110-1G000-SE|BOMBA GASOLINA HYUNDAI ACCENT CVVT/RIO 1.6 SEONG|OTROS|00062|72.4500|63.0000|21.0000|CHINA|||
31110-2B000-SE|BOMBA GASOLINA HYUNDAI SANTA FE 2.7 SEONG|SPTFE|00062|87.6600|76.2300|22.0000|CHINA|||
30180-10100-SE|TAPA BOMBA GASOLINA ELANTRA SEONG|ELGTZ|00062|13.0100|11.3100|2.4000|CHINA|||
31110-1C000-SE|TAPA BOMBA GASOLINA GETZ 1.6 SEONG|ELGTZ|00062|15.7300|13.5000|3.0000|CHINA|||
31113-07000-SE|TAPA BOMBA GASOLINA KIA PICANTO SEONG|PICAN|00062|13.0100|11.3100|2.5000|CHINA|||
31110-2E300-SE|TAPA BOMBA GASOLINA HYUNDAI TUCSON SEONG|TUCSO|00062|20.1300|17.5000|5.0000|CHINA|||
T0K30A1335ZB-SE|TAPA BOMBA GASOLINA KIA RIO SEONG|RIO|00062|15.7300|13.6800|3.0000|CHINA|||
31110-3K100-OEM|BOMBA GASOLINA HYUNDAI SONATA 3.3|OTROS|00004|114.9300|99.9400|46.0000|KOREA|||
31110-2B000-OEM|BOMBA GASOLINA HYUNDAI SANTA FE 2.7 OEM|SPTFE|00004|134.0800|116.5900|46.0000|KOREA|||
24411-3E000-OEM|TENSOR CADENA LEVA SANTA FE 2.7|SPTFE|00004|24.6300|21.4200|9.0000|KOREA|||
20910-25A01-OEM|JGO. EMPACADURA KIA NEW CARENS 2.0 CADENA|OTROS|00108|61.5700|53.5400|26.0000|CHINA|||
21310-2G011-OEM|BOMBA ACEITE KIA NEW CARENS 2.0 / OPTIMA 2.0 OEM|OTROS|00004|129.9600|113.0100|46.0000|KOREA|||
25110-2E510-OEM|BOMBA AGUA KIA NEW CARENS 2.0 CADENA|OTROS|00004|53.3600|46.4000|21.0000|KOREA|||
46321-39010-SEO|FILTRO ACEITE CAJA T/A TUCSON/ELAN 2.0 SEONG|TUCSO|00062|12.6500|11.0000|2.8000|CHINA|||
25435-22050|TUBO DE AGUA ENFRIAMIENTO ACCENT PEQUENO|ACCEN|00062|11.5000|10.0000|1.8000||||
93410-1C000-SEO|CONMUTADOR PALANCA LUCES GETZ/PICANTO SEONG|ELGTZ|00062|29.6800|25.8100|6.4600|CHINA|||
41431-39260-SEO|HORQUILLA CLUTCH TUCSON/SPT 2.0 SEONG|TUCSO|00062|17.4300|15.1600|3.8000|CHINA|||
86812-1C000-SEO|CARTER GUARDAFANGO DEL. RH HYUNDAI GETZ SEONG|ELGTZ|00062|13.8000|12.0000|2.7500|CHINA|||
86811-1C000-SEO|CARTER GUARDAFANGO DEL. LH HYUNDAI GETZ SEONG|ELGTZ|00062|13.8000|12.0000|2.7500|CHINA|||
26611-26000-SEO|VARILLA MEDIR ACEITE HYUNDAI GETZ/ELAN 1.6 SEONG|ELGTZ|00062|6.3300|5.5000|1.3500|CHINA|||
93490-2E000-SEO|CABLE ESPIRAL HYUNDAI TUCSON SEONG|TUCSO|00062|15.9900|13.9000|4.0000|CHINA|||
26611-23010-SEO|VARILLA MEDIR ACEITE HYUNDAI TUCSON SEONG|TUCSO|00062|8.6400|7.5100|1.3500|CHINA|||
94460-2B000-SEO|FLOTANTE GASOLINA SECUNDARIO HYUNDAI SANTA FE 07-09 SEONG|SPTFE|00062|12.0800|10.5000|3.0000|CHINA|||
26250-23500|Filtro Colador De Bomba Aceite Elantra 1.8 2.0 Tuc|9999||0.0000|0.0000|0.0000||||
94430-2B000-SEO|FLOTANTE GASOLINA PRINCIPAL HYUNDAI SANTA FE 07-09 SEONG|SPTFE|00062|14.8800|12.9400|3.0000|CHINA|||
42620-39200-SEO|SENSOR VELOCIDAD ENTRADA TUCSON/ELAN/STA FE 3PIN SEONG|TUCSO|00062|15.8200|13.7600|3.2000|CHINA|||
24211-23000|ENGRAJE LEVA TUCSON/SPORTAGE 2.0|TUCSO|00108|27.9000|24.2600|9.1200|CHINA|||
25620-26870|Carcasa Termostato Accent Rio Cvvt Motor 1.6 -|9999||0.0000|0.0000|0.0000||||
56820-1E900|Terminal Direccion Derecho Accent Cvvt 1.6 Rio Cvv|9999||0.0000|0.0000|0.0000||||
24312-02270-SUN|CORREA TIEMPO KIA PICANTO 101DT SUN JAPON A318|PICAN|00193|24.8700|21.6300|9.0800|KOREA|||A318YU20MM
24312-22611-SUN|CORREA TIEMPO ACCENT 1.3/1.5 110DT SUN JAPON A346|ACCEN|00193|21.0100|18.2700|7.7500|KOREA|||A346YS22MM
24312-26050-SUN|CORREA TIEMPO GETZ 1.6/ELAN 105DT SUN JAPON A394|ELGTZ|00193|35.6800|31.0300|12.3600|KOREA|||A394RU22MM
24312-23201-SUN|CORREA TIEMPO HYUNDAI TUCSON/ELAN 2.0 113DT SUN JAPON A424|TUCSO|00193|44.0900|38.3400|15.2600|KOREA|||A424RU100
0K30E-12205-SUN|CORREA TIEMPO KIA RIO 1.5 137DT SUN JAPON A431|RIO|00193|27.7300|24.1100|9.6000|KOREA|||A431YS22MM
57700-1C000|CAJETIN HIDRAULICO HYUNDAI GETZ 1.6 KOREANO|ELGTZ|00138|425.6700|370.1500|102.3700|KOREA|||
87170-2E020-SE|GATO AMORT. VIDRIO COMPUERTA HYUNDAI TUCSON SEONG|TUCSO|00062|13.1600|11.4400|2.2000|CHINA|||
57581-2E001-SE|MANGUERA ENVASE BOMBA DIRECCION HYUNDAI TUCSON 2.0 SEONG|TUCSO|00062|7.8300|6.8100|1.5000|CHINA|||
24100-23770|ARBOL LEVA ADM. HYUNDAI TUCSON KOREA|TUCSO|00140|98.4900|85.6400|29.0800|KOREA|||
23040-26101-050|JGO. ANILLO GETZ 1.6 0.20(0.50) FINO|ELGTZ|00137|29.7500|25.8700|9.5700|KOREA|||
KITPISSON020|KIT PISTON Y ANILLO HYUNDAI SONATA 3.3 0.20 (0.50) SEONG|OTROS|00062|214.2800|186.3300|43.8000|CHINA|||
585102E100|BOMBA FRENO KIA SPORTAGE 2.7 2 TUBOS|SPTFE|00127|142.9700|124.3200|38.8400|KOREA|||
94460-2F000-K|FLOTANTE GASOLINA KIA CERATO 1.6 AM|OTROS|00159|12.6500|11.0000|3.9800|KOREA|||
0K247-12-101|TAQUETE INDIVIDUAL KIA RIO 1.5|RIO|00137|8.7400|7.6000|2.3000|KOREA|||
57100-2B301-REM|BOMBA DIRECCION HYUNDAI SANTA FE 2.7 REMANU|SPTFE|00184|119.2700|103.7100|27.8700|KOREA|||
83610-2D000|MANILLA INT. LH TRAS ELANTRA XD|ELGTZ|00007|0.0000|0.0000|0.0000|KOREA|||
82620-2E000-K|MANILLA INT. RH TUCSON KOREA|TUCSO|00007|3.9900|3.4700|0.9600|KOREA|||
K16R-U11|BUJIA TUC/RIO/PIC/GETZ/ELAN/ACC/TODOS|TUCSO|00085|3.3200|2.8900|1.2500|OTROS|||
PK16TT|BUJIA PLATINUM TT RIO/PIC/TUC/ELAN/GETZ/ACC/TODOS|TUCSO|00085|6.9100|6.0100|2.8000|OTROS|||
24100-26601-SEO|ARBOL LEVA ADM. HYUNDAI GETZ 1.6 SEONG|ELGTZ|00062|75.7200|65.8400|19.0000|CHINA|||
21830-1G000-SEO|BASE CAJA LH KIA RIO 1.6 / ACCENT CVVT 1.6 SEONG|OTROS|00062|37.7200|32.8000|7.8000|CHINA|||
21930-1G000|BASE MOTOR TRAS. KIA RIO 1.6 / ACCENT CVVT 1.6 SEONG|OTROS|00062|25.1300|21.8500|5.6000|CHINA|||
24211-35500|ENGRANAJE LEVA KIA PICANTO SEONG|SPTFE|00062|33.2100|28.8800|5.5000|CHINA|||
22311-26101-SEO|EMPACADURA CAMARA HYUNDAI GETZ 1.6/ELAN 1.6 SEONG|ELGTZ|00062|4.4900|3.9000|1.3000|CHINA|||
22311-38400-SEO|EMPACADURA CAMARA HYUNDAI H1 2007 CORREA SEONG|H1|00062|10.6300|9.2400|1.4500|CHINA|||
22311-37310/20S|SET EMPACADURA CAMARA KIA SPORTAGE 2.7 LH+RH SEONG|SPTFE|00062|17.8000|15.4800|2.8000|CHINA|||
22311-2B000-SEO|EMPACADURA CAMARA KIA CERATO 1.6 SEONG|OTROS|00062|7.3100|6.3600|1.5000|CHINA|||
22311-3E100-SEO|EMPACADURA CAMARA LH HYUNDAI SANTA FE 2.7|SPTFE|00062|9.9700|8.6700|1.6000|CHINA|||
22311-3E150-SEO|EMPACADURA CAMARA RH HYUNDAI SANTA FE 2.7|SPTFE|00062|9.9700|8.6700|1.6000|CHINA|||
22311-3CAC0-SEO|EMPACADURA CAMARA LH KIA SEDO/SOREN/VER 3.8 SEONG|OTROS|00062|13.4300|11.6800|1.7000|CHINA|||
22311-3CAD0-SEO|EMPACADURA CAMARA RH KIA SEDO/SOREN/VER 3.8 SEONG|OTROS|00062|13.4300|11.6800|1.7000|CHINA|||
22311-3C100-SEO|EMPACADURA CAMARA LH KIA SONATA 3.3 SEONG|OTROS|00062|13.4300|11.6800|1.7000|CHINA|||
22311-3C120-SEO|EMPACADURA CAMARA RH HYUNDAI SONATA 3.3 SEONG|OTROS|00062|13.4300|11.6800|1.7000|CHINA|||
0K30E-10271-SEO|EMPACADURA CAMARA KIA RIO 1.5 SEONG|RIO|00062|6.6500|5.7800|1.5000|CHINA|||
0K30A-15185C-SE|MANGUERA RAD. INF KIA RIO STYLUS 1.5 SEONG|RIO|00062|9.3000|8.0900|1.8000|CHINA|||
0K30E-15186B-SE|MANGUERA RAD. SUP KIA RIO STYLUS 1.5 SEONG|RIO|00062|9.9700|8.6700|1.8000|CHINA|||
23041-2B001-SEO|JGO. PISTON KIA CERATO 1.6 STD CADENA SEONG|OTROS|00062|73.3200|63.7600|11.0000|CHINA|||
22311-2C200-SEO|EMPACADURA CAMARA HYUNDAI H1 2009 CADENA SEONG|H1|00062|10.6300|9.2400|1.8500|CHINA|||
22211-3C811-SEO|VALVULA ADM. SONATA 3.3/SOREN/SEDO SEONG|OTROS|00062|3.3400|2.9000|1.0000|CHINA|||
22211-23600-SEO|VALVULA ADM. TUCSON/ELAN/SPORT 2.0 SEONG|TUCSO|00062|3.9900|3.4700|1.0000|CHINA|||
22211-26600-SEO|VALVULA ADM. HYUNDAI GETZ 1.6/ELAN 1.6 SEONG|ELGTZ|00062|3.9900|3.4700|1.0000|CHINA|||
22211-02200-SEO|VALVULA ADM. KIA PICANTO SEONG|PICAN|00062|2.9900|2.6000|1.0000|CHINA|||
0K30E-12111-SEO|VALVULA ADM. KIA RIO STYLUS SEONG|RIO|00062|3.9900|3.4700|1.0000|CHINA|||
22211-3E000-SEO|VALVULA ADM. HYUNDAI SANTA FE 2.7 SEONG|SPTFE|00062|5.3100|4.6200|1.0000|CHINA|||
